PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,firstName,secondName,AgeGroup,namePrefix,FamilySize,Alone,CabinType
711,1,1,F,24.0,0,0,PC 17482,49.5042,C90,C,Mayne," Mlle. Berthe Antonine (""Mrs de Villiers"")",Adult,Mr,1,1,C
712,0,1,M,37.0,0,0,113028,26.55,C124,S,Klaber, Mr. Herman,Adult,Mr,1,1,C
713,1,1,M,48.0,1,0,19996,52.0,C126,S,Taylor, Mr. Elmer Zebley,Adult,Mr,2,0,C
714,0,3,M,29.0,0,0,7545,9.4833,,S,Larsson, Mr. August Viktor,Adult,Mr,1,1,n
715,0,2,M,52.0,0,0,250647,13.0,,S,Greenberg, Mr. Samuel,Adult,Mr,1,1,n
716,0,3,M,19.0,0,0,348124,7.65,F G73,S,Soholt, Mr. Peter Andreas Lauritz Andersen,Adult,Mr,1,1,F
717,1,1,F,38.0,0,0,PC 17757,227.525,C45,C,Endres, Miss. Caroline Louise,Adult,Miss,1,1,C
718,1,2,F,27.0,0,0,34218,10.5,E101,S,Troutt," Miss. Edwina Celia ""Winnie""",Adult,Miss,1,1,E
719,0,3,M,24.0,0,0,36568,15.5,,Q,McEvoy, Mr. Michael,Adult,Mr,1,1,n
720,0,3,M,33.0,0,0,347062,7.775,,S,Johnson, Mr. Malkolm Joackim,Adult,Mr,1,1,n
721,1,2,F,6.0,0,1,248727,33.0,,S,Harper," Miss. Annie Jessie ""Nina""",Kid,Miss,2,0,n
722,0,3,M,17.0,1,0,350048,7.0542,,S,Jensen, Mr. Svend Lauritz,Teen,Mr,2,0,n
723,0,2,M,34.0,0,0,12233,13.0,,S,Gillespie, Mr. William Henry,Adult,Mr,1,1,n
724,0,2,M,50.0,0,0,250643,13.0,,S,Hodges, Mr. Henry Price,Adult,Mr,1,1,n
725,1,1,M,27.0,1,0,113806,53.1,E8,S,Chambers, Mr. Norman Campbell,Adult,Mr,2,0,E
726,0,3,M,20.0,0,0,315094,8.6625,,S,Oreskovic, Mr. Luka,Adult,Mr,1,1,n
727,1,2,F,30.0,3,0,31027,21.0,,S,Renouf, Mrs. Peter Henry (Lillian Jefferys),Adult,Mr,4,0,n
728,1,3,F,24.0,0,0,36866,7.7375,,Q,Mannion, Miss. Margareth,Adult,Miss,1,1,n
729,0,2,M,25.0,1,0,236853,26.0,,S,Bryhl, Mr. Kurt Arnold Gottfrid,Adult,Mr,2,0,n
730,0,3,F,25.0,1,0,STON/O2. 3101271,7.925,,S,Ilmakangas, Miss. Pieta Sofia,Adult,Miss,2,0,n
731,1,1,F,29.0,0,0,24160,211.3375,B5,S,Allen, Miss. Elisabeth Walton,Adult,Miss,1,1,B
732,0,3,M,11.0,0,0,2699,18.7875,,C,Hassan, Mr. Houssein G N,Kid,Mr,1,1,n
733,0,2,M,29.0,0,0,239855,0.0,,S,Knight, Mr. Robert J,Adult,Mr,1,1,n
734,0,2,M,23.0,0,0,28425,13.0,,S,Berriman, Mr. William John,Adult,Mr,1,1,n
735,0,2,M,23.0,0,0,233639,13.0,,S,Troupiansky, Mr. Moses Aaron,Adult,Mr,1,1,n
736,0,3,M,28.5,0,0,54636,16.1,,S,Williams, Mr. Leslie,Adult,Mr,1,1,n
737,0,3,F,48.0,1,3,W./C. 6608,34.375,,S,Ford, Mrs. Edward (Margaret Ann Watson),Adult,Mr,5,0,n
738,1,1,M,35.0,0,0,PC 17755,512.3292,B101,C,Lesurer, Mr. Gustave J,Adult,Mr,1,1,B
739,0,3,M,24.0,0,0,349201,7.8958,,S,Ivanoff, Mr. Kanio,Adult,Mr,1,1,n
740,0,3,M,24.0,0,0,349218,7.8958,,S,Nankoff, Mr. Minko,Adult,Mr,1,1,n
741,1,1,M,37.0,0,0,16988,30.0,D45,S,Hawksford, Mr. Walter James,Adult,Mr,1,1,D
742,0,1,M,36.0,1,0,19877,78.85,C46,S,Cavendish, Mr. Tyrell William,Adult,Mr,2,0,C
743,1,1,F,21.0,2,2,PC 17608,262.375,B57 B59 B63 B66,C,Ryerson," Miss. Susan Parker ""Suzette""",Adult,Miss,5,0,B
744,0,3,M,24.0,1,0,376566,16.1,,S,McNamee, Mr. Neal,Adult,Mr,2,0,n
745,1,3,M,31.0,0,0,STON/O 2. 3101288,7.925,,S,Stranden, Mr. Juho,Adult,Mr,1,1,n
746,0,1,M,70.0,1,1,WE/P 5735,71.0,B22,S,Crosby, Capt. Edward Gifford,Older,,3,0,B
747,0,3,M,16.0,1,1,C.A. 2673,20.25,,S,Abbott, Mr. Rossmore Edward,Teen,Mr,3,0,n
748,1,2,F,30.0,0,0,250648,13.0,,S,Sinkkonen, Miss. Anna,Adult,Miss,1,1,n
749,0,1,M,19.0,1,0,113773,53.1,D30,S,Marvin, Mr. Daniel Warner,Adult,Mr,2,0,D
750,0,3,M,31.0,0,0,335097,7.75,,Q,Connaghton, Mr. Michael,Adult,Mr,1,1,n
751,1,2,F,4.0,1,1,29103,23.0,,S,Wells, Miss. Joan,Kid,Miss,3,0,n
752,1,3,M,6.0,0,1,392096,12.475,E121,S,Moor, Master. Meier,Kid,Master,2,0,E
753,0,3,M,33.0,0,0,345780,9.5,,S,Vande Velde, Mr. Johannes Joseph,Adult,Mr,1,1,n
754,0,3,M,23.0,0,0,349204,7.8958,,S,Jonkoff, Mr. Lalio,Adult,Mr,1,1,n
755,1,2,F,48.0,1,2,220845,65.0,,S,Herman, Mrs. Samuel (Jane Laver),Adult,Mr,4,0,n
756,1,2,M,0.67,1,1,250649,14.5,,S,Hamalainen, Master. Viljo,Kid,Master,3,0,n
757,0,3,M,28.0,0,0,350042,7.7958,,S,Carlsson, Mr. August Sigfrid,Adult,Mr,1,1,n
758,0,2,M,18.0,0,0,29108,11.5,,S,Bailey, Mr. Percy Andrew,Teen,Mr,1,1,n
759,0,3,M,34.0,0,0,363294,8.05,,S,Theobald, Mr. Thomas Leonard,Adult,Mr,1,1,n
760,1,1,F,33.0,0,0,110152,86.5,B77,S,Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards),Adult,,1,1,B
761,0,3,M,24.0,0,0,358585,14.5,,S,Garfirth, Mr. John,Adult,Mr,1,1,n
762,0,3,M,41.0,0,0,SOTON/O2 3101272,7.125,,S,Nirva, Mr. Iisakki Antino Aijo,Adult,Mr,1,1,n
763,1,3,M,20.0,0,0,2663,7.2292,,C,Barah, Mr. Hanna Assi,Adult,Mr,1,1,n
764,1,1,F,36.0,1,2,113760,120.0,B96 B98,S,Carter, Mrs. William Ernest (Lucile Polk),Adult,Mr,4,0,B
765,0,3,M,16.0,0,0,347074,7.775,,S,Eklund, Mr. Hans Linus,Teen,Mr,1,1,n
766,1,1,F,51.0,1,0,13502,77.9583,D11,S,Hogeboom, Mrs. John C (Anna Andrews),Adult,Mr,2,0,D
767,0,1,M,37.0,0,0,112379,39.6,,C,Brewe, Dr. Arthur Jackson,Adult,,1,1,n
768,0,3,F,30.5,0,0,364850,7.75,,Q,Mangan, Miss. Mary,Adult,Miss,1,1,n
769,0,3,M,24.0,1,0,371110,24.15,,Q,Moran, Mr. Daniel J,Adult,Mr,2,0,n
770,0,3,M,32.0,0,0,8471,8.3625,,S,Gronnestad, Mr. Daniel Danielsen,Adult,Mr,1,1,n
771,0,3,M,24.0,0,0,345781,9.5,,S,Lievens, Mr. Rene Aime,Adult,Mr,1,1,n
772,0,3,M,48.0,0,0,350047,7.8542,,S,Jensen, Mr. Niels Peder,Adult,Mr,1,1,n
773,0,2,F,57.0,0,0,S.O./P.P. 3,10.5,E77,S,Mack, Mrs. (Mary),Adult,Mr,1,1,E
774,0,3,M,24.0,0,0,2674,7.225,,C,Elias, Mr. Dibo,Adult,Mr,1,1,n
775,1,2,F,54.0,1,3,29105,23.0,,S,Hocking, Mrs. Elizabeth (Eliza Needs),Adult,Mr,5,0,n
776,0,3,M,18.0,0,0,347078,7.75,,S,Myhrman, Mr. Pehr Fabian Oliver Malkolm,Teen,Mr,1,1,n
777,0,3,M,24.0,0,0,383121,7.75,F38,Q,Tobin, Mr. Roger,Adult,Mr,1,1,F
778,1,3,F,5.0,0,0,364516,12.475,,S,Emanuel, Miss. Virginia Ethel,Kid,Miss,1,1,n
779,0,3,M,24.0,0,0,36865,7.7375,,Q,Kilgannon, Mr. Thomas J,Adult,Mr,1,1,n
780,1,1,F,43.0,0,1,24160,211.3375,B3,S,Robert, Mrs. Edward Scott (Elisabeth Walton McMillan),Adult,Mr,2,0,B
781,1,3,F,13.0,0,0,2687,7.2292,,C,Ayoub, Miss. Banoura,Teen,Miss,1,1,n
782,1,1,F,17.0,1,0,17474,57.0,B20,S,Dick, Mrs. Albert Adrian (Vera Gillespie),Teen,Mr,2,0,B
783,0,1,M,29.0,0,0,113501,30.0,D6,S,Long, Mr. Milton Clyde,Adult,Mr,1,1,D
784,0,3,M,24.0,1,2,W./C. 6607,23.45,,S,Johnston, Mr. Andrew G,Adult,Mr,4,0,n
785,0,3,M,25.0,0,0,SOTON/O.Q. 3101312,7.05,,S,Ali, Mr. William,Adult,Mr,1,1,n
786,0,3,M,25.0,0,0,374887,7.25,,S,Harmer, Mr. Abraham (David Lishin),Adult,Mr,1,1,n
787,1,3,F,18.0,0,0,3101265,7.4958,,S,Sjoblom, Miss. Anna Sofia,Teen,Miss,1,1,n
788,0,3,M,8.0,4,1,382652,29.125,,Q,Rice, Master. George Hugh,Kid,Master,6,0,n
789,1,3,M,1.0,1,2,C.A. 2315,20.575,,S,Dean, Master. Bertram Vere,Kid,Master,4,0,n
790,0,1,M,46.0,0,0,PC 17593,79.2,B82 B84,C,Guggenheim, Mr. Benjamin,Adult,Mr,1,1,B
791,0,3,M,24.0,0,0,12460,7.75,,Q,Keane," Mr. Andrew ""Andy""",Adult,Mr,1,1,n
792,0,2,M,16.0,0,0,239865,26.0,,S,Gaskell, Mr. Alfred,Teen,Mr,1,1,n
793,0,3,F,24.0,8,2,CA. 2343,69.55,,S,Sage, Miss. Stella Anna,Adult,Miss,11,0,n
794,0,1,M,37.0,0,0,PC 17600,30.6958,,C,Hoyt, Mr. William Fisher,Adult,Mr,1,1,n
795,0,3,M,25.0,0,0,349203,7.8958,,S,Dantcheff, Mr. Ristiu,Adult,Mr,1,1,n
796,0,2,M,39.0,0,0,28213,13.0,,S,Otter, Mr. Richard,Adult,Mr,1,1,n
797,1,1,F,49.0,0,0,17465,25.9292,D17,S,Leader, Dr. Alice (Farnham),Adult,,1,1,D
798,1,3,F,31.0,0,0,349244,8.6833,,S,Osman, Mrs. Mara,Adult,Mr,1,1,n
799,0,3,M,30.0,0,0,2685,7.2292,,C,Ibrahim Shawah, Mr. Yousseff,Adult,Mr,1,1,n
800,0,3,F,30.0,1,1,345773,24.15,,S,Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert),Adult,Mr,3,0,n
801,0,2,M,34.0,0,0,250647,13.0,,S,Ponesell, Mr. Martin,Adult,Mr,1,1,n
802,1,2,F,31.0,1,1,C.A. 31921,26.25,,S,Collyer, Mrs. Harvey (Charlotte Annie Tate),Adult,Mr,3,0,n
803,1,1,M,11.0,1,2,113760,120.0,B96 B98,S,Carter, Master. William Thornton II,Kid,Master,4,0,B
804,1,3,M,0.42,0,1,2625,8.5167,,C,Thomas, Master. Assad Alexander,Kid,Master,2,0,n
805,1,3,M,27.0,0,0,347089,6.975,,S,Hedman, Mr. Oskar Arvid,Adult,Mr,1,1,n
806,0,3,M,31.0,0,0,347063,7.775,,S,Johansson, Mr. Karl Johan,Adult,Mr,1,1,n
807,0,1,M,39.0,0,0,112050,0.0,A36,S,Andrews, Mr. Thomas Jr,Adult,Mr,1,1,A
808,0,3,F,18.0,0,0,347087,7.775,,S,Pettersson, Miss. Ellen Natalia,Teen,Miss,1,1,n
809,0,2,M,39.0,0,0,248723,13.0,,S,Meyer, Mr. August,Adult,Mr,1,1,n
810,1,1,F,33.0,1,0,113806,53.1,E8,S,Chambers, Mrs. Norman Campbell (Bertha Griggs),Adult,Mr,2,0,E
811,0,3,M,26.0,0,0,3474,7.8875,,S,Alexander, Mr. William,Adult,Mr,1,1,n
812,0,3,M,39.0,0,0,A/4 48871,24.15,,S,Lester, Mr. James,Adult,Mr,1,1,n
813,0,2,M,35.0,0,0,28206,10.5,,S,Slemen, Mr. Richard James,Adult,Mr,1,1,n
814,0,3,F,6.0,4,2,347082,31.275,,S,Andersson, Miss. Ebba Iris Alfrida,Kid,Miss,7,0,n
815,0,3,M,30.5,0,0,364499,8.05,,S,Tomlin, Mr. Ernest Portage,Adult,Mr,1,1,n
816,0,1,M,37.0,0,0,112058,0.0,B102,S,Fry, Mr. Richard,Adult,Mr,1,1,B
817,0,3,F,23.0,0,0,STON/O2. 3101290,7.925,,S,Heininen, Miss. Wendla Maria,Adult,Miss,1,1,n
818,0,2,M,31.0,1,1,S.C./PARIS 2079,37.0042,,C,Mallet, Mr. Albert,Adult,Mr,3,0,n
819,0,3,M,43.0,0,0,C 7075,6.45,,S,Holm, Mr. John Fredrik Alexander,Adult,Mr,1,1,n
820,0,3,M,10.0,3,2,347088,27.9,,S,Skoog, Master. Karl Thorsten,Kid,Master,6,0,n
821,1,1,F,52.0,1,1,12749,93.5,B69,S,Hays, Mrs. Charles Melville (Clara Jennings Gregg),Adult,Mr,3,0,B
822,1,3,M,27.0,0,0,315098,8.6625,,S,Lulic, Mr. Nikola,Adult,Mr,1,1,n
823,0,1,M,38.0,0,0,19972,0.0,,S,Reuchlin, Jonkheer. John George,Adult,,1,1,n
824,1,3,F,27.0,0,1,392096,12.475,E121,S,Moor, Mrs. (Beila),Adult,Mr,2,0,E
825,0,3,M,2.0,4,1,3101295,39.6875,,S,Panula, Master. Urho Abraham,Kid,Master,6,0,n
826,0,3,M,24.0,0,0,368323,6.95,,Q,Flynn, Mr. John,Adult,Mr,1,1,n
827,0,3,M,24.0,0,0,1601,56.4958,,S,Lam, Mr. Len,Adult,Mr,1,1,n
828,1,2,M,1.0,0,2,S.C./PARIS 2079,37.0042,,C,Mallet, Master. Andre,Kid,Master,3,0,n
829,1,3,M,24.0,0,0,367228,7.75,,Q,McCormack, Mr. Thomas Joseph,Adult,Mr,1,1,n
830,1,1,F,62.0,0,0,113572,80.0,B28,,Stone, Mrs. George Nelson (Martha Evelyn),Older,Mr,1,1,B
831,1,3,F,15.0,1,0,2659,14.4542,,C,Yasbeck, Mrs. Antoni (Selini Alexander),Teen,Mr,2,0,n
832,1,2,M,0.83,1,1,29106,18.75,,S,Richards, Master. George Sibley,Kid,Master,3,0,n
833,0,3,M,24.0,0,0,2671,7.2292,,C,Saad, Mr. Amin,Adult,Mr,1,1,n
834,0,3,M,23.0,0,0,347468,7.8542,,S,Augustsson, Mr. Albert,Adult,Mr,1,1,n
835,0,3,M,18.0,0,0,2223,8.3,,S,Allum, Mr. Owen George,Teen,Mr,1,1,n
836,1,1,F,39.0,1,1,PC 17756,83.1583,E49,C,Compton, Miss. Sara Rebecca,Adult,Miss,3,0,E
837,0,3,M,21.0,0,0,315097,8.6625,,S,Pasic, Mr. Jakob,Adult,Mr,1,1,n
838,0,3,M,24.0,0,0,392092,8.05,,S,Sirota, Mr. Maurice,Adult,Mr,1,1,n
839,1,3,M,32.0,0,0,1601,56.4958,,S,Chip, Mr. Chang,Adult,Mr,1,1,n
840,1,1,M,37.0,0,0,11774,29.7,C47,C,Marechal, Mr. Pierre,Adult,Mr,1,1,C
841,0,3,M,20.0,0,0,SOTON/O2 3101287,7.925,,S,Alhomaki, Mr. Ilmari Rudolf,Adult,Mr,1,1,n
842,0,2,M,16.0,0,0,S.O./P.P. 3,10.5,,S,Mudd, Mr. Thomas Charles,Teen,Mr,1,1,n
843,1,1,F,30.0,0,0,113798,31.0,,C,Serepeca, Miss. Augusta,Adult,Miss,1,1,n
844,0,3,M,34.5,0,0,2683,6.4375,,C,Lemberopolous, Mr. Peter L,Adult,Mr,1,1,n
845,0,3,M,17.0,0,0,315090,8.6625,,S,Culumovic, Mr. Jeso,Teen,Mr,1,1,n
846,0,3,M,42.0,0,0,C.A. 5547,7.55,,S,Abbing, Mr. Anthony,Adult,Mr,1,1,n
847,0,3,M,24.0,8,2,CA. 2343,69.55,,S,Sage, Mr. Douglas Bullen,Adult,Mr,11,0,n
848,0,3,M,35.0,0,0,349213,7.8958,,C,Markoff, Mr. Marin,Adult,Mr,1,1,n
849,0,2,M,28.0,0,1,248727,33.0,,S,Harper, Rev. John,Adult,,2,0,n
850,1,1,F,37.0,1,0,17453,89.1042,C92,C,Goldenberg, Mrs. Samuel L (Edwiga Grabowska),Adult,Mr,2,0,C
851,0,3,M,4.0,4,2,347082,31.275,,S,Andersson, Master. Sigvard Harald Elias,Kid,Master,7,0,n
852,0,3,M,74.0,0,0,347060,7.775,,S,Svensson, Mr. Johan,Older,Mr,1,1,n
853,0,3,F,9.0,1,1,2678,15.2458,,C,Boulos, Miss. Nourelain,Kid,Miss,3,0,n
854,1,1,F,16.0,0,1,PC 17592,39.4,D28,S,Lines, Miss. Mary Conover,Teen,Miss,2,0,D
855,0,2,F,44.0,1,0,244252,26.0,,S,Carter, Mrs. Ernest Courtenay (Lilian Hughes),Adult,Mr,2,0,n
856,1,3,F,18.0,0,1,392091,9.35,,S,Aks, Mrs. Sam (Leah Rosen),Teen,Mr,2,0,n
857,1,1,F,45.0,1,1,36928,164.8667,,S,Wick, Mrs. George Dennick (Mary Hitchcock),Adult,Mr,3,0,n
858,1,1,M,51.0,0,0,113055,26.55,E17,S,Daly, Mr. Peter Denis ,Adult,Mr,1,1,E
859,1,3,F,24.0,0,3,2666,19.2583,,C,Baclini, Mrs. Solomon (Latifa Qurban),Adult,Mr,4,0,n
860,0,3,M,24.0,0,0,2629,7.2292,,C,Razi, Mr. Raihed,Adult,Mr,1,1,n
861,0,3,M,41.0,2,0,350026,14.1083,,S,Hansen, Mr. Claus Peter,Adult,Mr,3,0,n
862,0,2,M,21.0,1,0,28134,11.5,,S,Giles, Mr. Frederick Edward,Adult,Mr,2,0,n
863,1,1,F,48.0,0,0,17466,25.9292,D17,S,Swift, Mrs. Frederick Joel (Margaret Welles Barron),Adult,Mr,1,1,D
864,0,3,F,24.0,8,2,CA. 2343,69.55,,S,Sage," Miss. Dorothy Edith ""Dolly""",Adult,Miss,11,0,n
865,0,2,M,24.0,0,0,233866,13.0,,S,Gill, Mr. John William,Adult,Mr,1,1,n
866,1,2,F,42.0,0,0,236852,13.0,,S,Bystrom, Mrs. (Karolina),Adult,Mr,1,1,n
867,1,2,F,27.0,1,0,SC/PARIS 2149,13.8583,,C,Duran y More, Miss. Asuncion,Adult,Miss,2,0,n
868,0,1,M,31.0,0,0,PC 17590,50.4958,A24,S,Roebling, Mr. Washington Augustus II,Adult,Mr,1,1,A
869,0,3,M,24.0,0,0,345777,9.5,,S,van Melkebeke, Mr. Philemon,Adult,Mr,1,1,n
870,1,3,M,4.0,1,1,347742,11.1333,,S,Johnson, Master. Harold Theodor,Kid,Master,3,0,n
871,0,3,M,26.0,0,0,349248,7.8958,,S,Balkic, Mr. Cerin,Adult,Mr,1,1,n
872,1,1,F,47.0,1,1,11751,52.5542,D35,S,Beckwith, Mrs. Richard Leonard (Sallie Monypeny),Adult,Mr,3,0,D
873,0,1,M,33.0,0,0,695,5.0,B51 B53 B55,S,Carlsson, Mr. Frans Olof,Adult,Mr,1,1,B
874,0,3,M,47.0,0,0,345765,9.0,,S,Vander Cruyssen, Mr. Victor,Adult,Mr,1,1,n
875,1,2,F,28.0,1,0,P/PP 3381,24.0,,C,Abelson, Mrs. Samuel (Hannah Wizosky),Adult,Mr,2,0,n
876,1,3,F,15.0,0,0,2667,7.225,,C,Najib," Miss. Adele Kiamie ""Jane""",Teen,Miss,1,1,n
877,0,3,M,20.0,0,0,7534,9.8458,,S,Gustafsson, Mr. Alfred Ossian,Adult,Mr,1,1,n
878,0,3,M,19.0,0,0,349212,7.8958,,S,Petroff, Mr. Nedelio,Adult,Mr,1,1,n
879,0,3,M,24.0,0,0,349217,7.8958,,S,Laleff, Mr. Kristo,Adult,Mr,1,1,n
880,1,1,F,56.0,0,1,11767,83.1583,C50,C,Potter, Mrs. Thomas Jr (Lily Alexenia Wilson),Adult,Mr,2,0,C
881,1,2,F,25.0,0,1,230433,26.0,,S,Shelley, Mrs. William (Imanita Parrish Hall),Adult,Mr,2,0,n
882,0,3,M,33.0,0,0,349257,7.8958,,S,Markun, Mr. Johann,Adult,Mr,1,1,n
883,0,3,F,22.0,0,0,7552,10.5167,,S,Dahlberg, Miss. Gerda Ulrika,Adult,Miss,1,1,n
884,0,2,M,28.0,0,0,C.A./SOTON 34068,10.5,,S,Banfield, Mr. Frederick James,Adult,Mr,1,1,n
885,0,3,M,25.0,0,0,SOTON/OQ 392076,7.05,,S,Sutehall, Mr. Henry Jr,Adult,Mr,1,1,n
886,0,3,F,39.0,0,5,382652,29.125,,Q,Rice, Mrs. William (Margaret Norton),Adult,Mr,6,0,n
887,0,2,M,27.0,0,0,211536,13.0,,S,Montvila, Rev. Juozas,Adult,,1,1,n
888,1,1,F,19.0,0,0,112053,30.0,B42,S,Graham, Miss. Margaret Edith,Adult,Miss,1,1,B
889,0,3,F,24.0,1,2,W./C. 6607,23.45,,S,Johnston," Miss. Catherine Helen ""Carrie""",Adult,Miss,4,0,n
890,1,1,M,26.0,0,0,111369,30.0,C148,C,Behr, Mr. Karl Howell,Adult,Mr,1,1,C
891,0,3,M,32.0,0,0,370376,7.75,,Q,Dooley, Mr. Patrick,Adult,Mr,1,1,n
